countryCode,urlImage,productName,salesRanking30DaysAvg,salesRanking90DaysAvg,salesRanking180DaysAvg,salesRankingReference,reviewsRating,reviewsCount,amazonCurrent,amazon30DaysAvg,amazon90DaysAvg,amazon180DaysAvg,amazonLowest,amazonHighest,amazon90DaysOOS,newCurrent,new30DaysAvg,new90DaysAvg,new180DaysAvg,newThirdPartyFBACurrent,newThirdPartyFBA30DaysAvg,newThirdPartyFBA90DaysAvg,newThirdPartyFBA180DaysAvg,newThirdPartyFBALowest,fbaPickPackFee,newThirdPartyFBMCurrent,newThirdPartyFBM30DaysAvg,newThirdPartyFBM90DaysAvg,newThirdPartyFBM180DaysAvg,newOffersCurrentCount,newOffers90DaysAvgCount,countRetrievedLiveOffersNewFBA,countRetrievedLiveOffersNewFBM,buyBoxCurrent,buyBox30DaysAvg,buyBox90DaysAvg,buyBox180DaysAvg,buyBoxLowest,buyBoxHighest,buyBoxSeller,buyBoxIsFBA,buyBoxUnqualified,urlAmazon,urlKeepa,categoriesRoot,categoriesSub,asin,ean,brand,numberOfItems,packageLengthCm,packageWidthCm,packageHeightCm,packageWeightG,isHazmat
de,https://m.media-amazon.com/images/I/61w8Pgl563L.jpg,"Miss France, le jeu",,,,,4.4,3,,,,,€ 15.98,€ 26.18,100 %,€ 13.74,€ 13.74,€ 13.74,€ 13.74,,,,,€ 22.00,€ 4.63,,€ 25.89,€ 25.89,€ 25.89,2,2,0,1,,,,,€ 19.90,€ 26.18,,no,no,https://www.amazon.de/dp/2701402778,https://keepa.com/#!product/3-2701402778,Bücher,Brett- & Würfelspiele,2701402778,9782701402772,,,21.8,21.8,6.6,1057,
de,https://m.media-amazon.com/images/I/416So+kKvrL.jpg,Maigrir là où ça résiste ! Avec la méthode chrono kEto minceur,,,,,3.6,8,€ 21.32,€ 22.50,€ 22.37,€ 22.31,€ 21.32,€ 22.90,0 %,€ 18.00,€ 18.00,€ 20.45,€ 21.35,,€ 22.26,€ 22.26,€ 22.26,€ 22.26,€ 3.00,,€ 24.87,€ 28.56,€ 29.48,5,5,1,4,€ 21.32,€ 22.50,€ 22.37,€ 22.31,€ 21.32,€ 22.90,Amazon,yes,no,https://www.amazon.de/dp/2813223433,https://keepa.com/#!product/3-2813223433,Bücher,"Diäten, Fitness",2813223433,9782813223432,TREDANIEL,,24,17,2.8,290,
de,https://m.media-amazon.com/images/I/41vjiiRf5cL.jpg,Une leçon magique,5195864,5013388,4815626,Bücher,5,1,€ 5.20,€ 5.20,€ 5.20,€ 5.20,€ 4.91,€ 5.20,0 %,€ 5.20,€ 5.20,€ 5.20,€ 5.20,,€ 5.20,€ 5.20,€ 5.20,€ 5.20,€ 2.49,,€ 11.83,€ 11.83,€ 11.83,2,3,1,3,€ 12.26,€ 14.32,€ 8.79,€ 7.00,€ 4.91,€ 14.32,3rd Party (A301WKE65PGVT5),no,no,https://www.amazon.de/dp/240802739X,https://keepa.com/#!product/3-240802739X,Bücher,"Humoristisch, Belletristik",240802739X,9782408027391,,,18.8,15.6,0.7,90,
de,https://m.media-amazon.com/images/I/417DmcLXo6L.jpg,Commentaires sur la méditation: Jacques Vignes rencontre Tenzin Palmo,,,,,4.7,10,€ 17.99,,€ 18.00,€ 18.00,€ 16.72,€ 18.00,89 %,€ 12.00,€ 14.90,€ 16.50,€ 17.25,,,,,,€ 2.65,,€ 22.85,€ 22.85,€ 22.85,5,4,1,5,€ 17.99,€ 24.53,€ 23.72,€ 20.86,€ 16.72,€ 24.54,Amazon,yes,no,https://www.amazon.de/dp/235490214X,https://keepa.com/#!product/3-235490214X,Bücher,"Meditation, Meditationseinführungen & -techniken, Entspannungsmeditation",235490214X,9782354902148,RELIE,,22.6,14.8,2.6,400,
de,https://m.media-amazon.com/images/I/41P5z4+aX3L.jpg,Que la montagne est belle,,,,,3.3,4,,,,,€ 13.04,€ 15.90,100 %,€ 12.90,€ 12.90,€ 20.14,€ 29.77,,,,,,€ 3.00,,€ 39.82,€ 39.05,€ 37.39,2,2,0,1,,,,,€ 13.04,€ 35.74,,no,no,https://www.amazon.de/dp/2745997556,https://keepa.com/#!product/3-2745997556,Bücher,"Krimis & Thriller, Detektiv- & Kriminalgeschichten",2745997556,9782745997555,MILAN,,22.8,15.4,3,500,
de,https://m.media-amazon.com/images/I/71bidc3b3iL.jpg,Les bébés animaux - Poppik,,,,,,,,,,,,,100 %,,,,€ 18.24,,,,,,€ 2.49,,,,€ 23.53,,,,,,,,€ 18.24,€ 18.24,€ 23.53,,no,yes,https://www.amazon.de/dp/2408032091,https://keepa.com/#!product/3-2408032091,Bücher,Beschäftigungsbücher,2408032091,9782408032098,,,26.8,21.9,1.1,170,
de,https://m.media-amazon.com/images/I/517xhUxC0-L.jpg,Pirates des Caraïbes : Le secret du coffre maudit,,,,,5,1,,,,,,,100 %,€ 39.00,€ 39.00,€ 37.62,€ 36.36,,,,,,€ 2.65,,€ 39.00,€ 36.34,€ 35.77,1,1,0,1,€ 39.00,€ 39.00,€ 37.62,€ 36.91,€ 31.00,€ 40.00,3rd Party (A29OZ60HKTF5ZP),no,no,https://www.amazon.de/dp/2230021397,https://keepa.com/#!product/3-2230021397,,Kategorien,2230021397,9782230021390,,1,21.2,13.6,2,322,
de,https://m.media-amazon.com/images/I/51y0iJuQ2EL.jpg,Radiant - tome 3 Le jour du départ (3),,,,,4.2,7,,,,€ 4.73,€ 4.67,€ 5.00,100 %,,,,€ 4.73,,,,,,€ 2.04,,,,,,,0,0,,,,€ 4.73,€ 4.67,€ 5.00,,no,yes,https://www.amazon.de/dp/2821212186,https://keepa.com/#!product/3-2821212186,Bücher,"Mangas, Erstes Lesealter",2821212186,9782821212183,DRAGON D OR,,17.6,12.2,1,100,
de,https://m.media-amazon.com/images/I/51cMPue+9HL.jpg;https://m.media-amazon.com/images/I/41p-ZWQRBEL.jpg;https://m.media-amazon.com/images/I/31GbKf96Y6L.jpg;https://m.media-amazon.com/images/I/41SRf5QgvCL.jpg;https://m.media-amazon.com/images/I/419gNIuJAgL.jpg;https://m.media-amazon.com/images/I/31iFq68TeYL.jpg;https://m.media-amazon.com/images/I/51Icx5ye66L.jpg;https://m.media-amazon.com/images/I/51p9JDHKqRL.jpg,Minimalisme en famille: Le secret de parents plus calmes et d'enfants plus heureux,,,,,4.9,14,,,,,,,100 %,€ 6.90,€ 6.90,€ 9.15,€ 15.27,,€ 19.75,€ 19.75,€ 19.75,€ 15.69,€ 3.00,,€ 24.41,€ 24.41,€ 22.93,4,4,2,1,€ 19.81,€ 19.81,€ 19.82,€ 20.62,€ 13.96,€ 21.99,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.de/dp/2412046425,https://keepa.com/#!product/3-2412046425,Bücher,Eltern-Kind-Beziehung,2412046425,9782412046425,First,,22.8,16.8,1.4,480,
de,https://m.media-amazon.com/images/I/51easfJBnGL.jpg,La Provence: J'apprends avec mes autocollants !,4248589,4149255,3913540,Bücher,4.8,9,,,,,€ 4.68,€ 4.90,100 %,,,,€ 6.79,,,,,,€ 2.04,,,,,,,,,,,,,€ 4.68,€ 19.99,,no,no,https://www.amazon.de/dp/2408008883,https://keepa.com/#!product/3-2408008883,Bücher,Beschäftigungsbücher,2408008883,9782408008888,MILAN,,24.2,18.6,0.6,120,
de,https://m.media-amazon.com/images/I/414-8MyOqQL.jpg,En danseuse - Ces femmes qui révolutionnent le cyclisme: Ces femmes qui révolutionnent le cyclisme,4548083,4548083,4548083,Bücher,5,1,€ 26.19,€ 26.50,€ 26.50,€ 26.50,€ 23.92,€ 26.50,0 %,€ 26.18,€ 26.49,€ 26.49,€ 26.49,,€ 26.50,€ 26.50,€ 26.50,€ 26.50,€ 3.00,,€ 32.25,€ 32.25,€ 32.25,6,6,1,4,€ 26.19,€ 26.50,€ 26.50,€ 26.50,€ 23.92,€ 26.50,Amazon,yes,no,https://www.amazon.de/dp/2757605364,https://keepa.com/#!product/3-2757605364,Bücher,"Sport allgemein, Radsport",2757605364,9782757605363,,,26,19.3,2.4,890,
de,https://m.media-amazon.com/images/I/31odL8YtvjL.jpg,Les règles typographiques,,,,,,,,,,,,,100 %,,,€ 9.90,€ 9.90,,,,,,€ 2.04,,,,,,1,,,,,,,,,,no,yes,https://www.amazon.de/dp/2351841840,https://keepa.com/#!product/3-2351841840,,Kategorien,2351841840,9782351841846,Garnier,,18.8,13,1.4,180,
de,https://m.media-amazon.com/images/I/51fxO7Vc7mL.jpg,"La République du foot: Pas le même parti, mais la même passion",5170783,5099451,4976286,Bücher,4.4,9,€ 4.17,€ 4.20,€ 4.26,€ 4.36,€ 4.17,€ 11.38,0 %,€ 4.17,€ 4.20,€ 4.26,€ 4.36,,€ 4.46,€ 4.46,€ 4.46,€ 4.46,€ 2.55,,€ 25.37,€ 25.37,€ 25.37,3,4,1,2,€ 4.17,€ 4.20,€ 4.26,€ 4.36,€ 4.17,€ 11.38,Amazon,yes,no,https://www.amazon.de/dp/2757605291,https://keepa.com/#!product/3-2757605291,Bücher,"Sport allgemein, Fußball",2757605291,9782757605295,AMPHORA,,21.8,14.1,2.9,610,
de,https://m.media-amazon.com/images/I/51bpUzg4V8L.jpg;https://m.media-amazon.com/images/I/51sD7IdDonS.jpg;https://m.media-amazon.com/images/I/51D0Pi9nUXS.jpg;https://m.media-amazon.com/images/I/51ca7TNSbXS.jpg;https://m.media-amazon.com/images/I/51Exb-uxk7S.jpg;https://m.media-amazon.com/images/I/51npAYaZz7S.jpg;https://m.media-amazon.com/images/I/51I9e8Ir4xS.jpg;https://m.media-amazon.com/images/I/61GBXF1JhXS.jpg;https://m.media-amazon.com/images/I/51rmf1w6plS.jpg;https://m.media-amazon.com/images/I/51hh5YvgV2S.jpg;https://m.media-amazon.com/images/I/51OyFm0XJfS.jpg,CYCLOSPORT PREPAREZ-VOUS COMME UN PRO: TOUT SAVOIR POUR ROULER COMME UN PRO DU TOUR - OFFICIEL TOUR DE FRANCE,,,,,,1,€ 25.00,€ 24.83,€ 24.94,€ 24.97,€ 19.69,€ 25.00,0 %,€ 17.90,€ 18.20,€ 22.73,€ 23.86,,,,,,€ 3.00,,€ 23.89,€ 23.89,€ 23.89,7,7,1,7,€ 25.00,€ 24.83,€ 24.94,€ 24.97,€ 19.69,€ 25.00,Amazon,yes,no,https://www.amazon.de/dp/2757604953,https://keepa.com/#!product/3-2757604953,Bücher,"Sport allgemein, Mountainbiking, Tour de France",2757604953,9782757604953,AMPHORA,,24.3,19.5,2.5,860,
de,https://m.media-amazon.com/images/I/41-NsvNmUJL.jpg,Amour et alchimie - Quand le masculin et le féminin s'unissent au lieu de se combattre: Quand le masculin et le féminin s'unissent au lieu de combattre,3572105,3572105,3572105,Bücher,5,4,€ 19.28,€ 19.57,€ 19.57,€ 19.57,€ 19.28,€ 21.90,0 %,€ 19.28,€ 19.57,€ 19.57,€ 19.57,,,,,,€ 3.00,,,,,4,3,,,€ 19.28,€ 19.57,€ 19.57,€ 19.57,€ 19.28,€ 21.90,Amazon,yes,no,https://www.amazon.de/dp/2813224553,https://keepa.com/#!product/3-2813224553,Bücher,"Alles über Sex, Fitness",2813224553,9782813224552,,,21.8,15.1,2.7,490,
de,https://m.media-amazon.com/images/I/517VJeboeML.jpg;https://m.media-amazon.com/images/I/41+rHwgZCwL.jpg;https://m.media-amazon.com/images/I/41oQHkWRINL.jpg;https://m.media-amazon.com/images/I/417mQO+M+uL.jpg;https://m.media-amazon.com/images/I/41DwD9BRDPL.jpg;https://m.media-amazon.com/images/I/41mcbX6qszL.jpg;https://m.media-amazon.com/images/I/41+hM0hk6WL.jpg;https://m.media-amazon.com/images/I/31iQUpcHhVL.jpg;https://m.media-amazon.com/images/I/41lNRUNE7PL.jpg;https://m.media-amazon.com/images/I/51nvrqdb-VL.jpg;https://m.media-amazon.com/images/I/4116CR32-1L.jpg,Atlas insolite de la mer,,,,,5,1,€ 34.90,€ 34.39,€ 32.88,€ 33.77,€ 29.28,€ 34.90,0 %,€ 25.99,€ 32.45,€ 32.24,€ 33.44,,,,,,€ 5.02,€ 31.98,€ 37.68,€ 38.93,€ 38.28,3,3,1,3,€ 34.90,€ 34.39,€ 32.88,€ 33.77,€ 29.28,€ 34.90,Amazon,yes,no,https://www.amazon.de/dp/2381820086,https://keepa.com/#!product/3-2381820086,Bücher,Themen & Konzepte,2381820086,9782381820088,,,30.6,23.8,2.4,1680,
de,https://m.media-amazon.com/images/I/51uoTHCsgnL.jpg;https://m.media-amazon.com/images/I/51HjFEsIJHL.jpg;https://m.media-amazon.com/images/I/51IWmANFi4L.jpg;https://m.media-amazon.com/images/I/51qjn7DqKDL.jpg;https://m.media-amazon.com/images/I/51THYdICN5L.jpg,Paysages comestibles - Les nouveaux jardins nourriciers,4691568,4605852,4515207,Bücher,4,1,€ 28.24,€ 28.34,€ 29.20,€ 29.44,€ 27.27,€ 30.00,0 %,€ 28.23,€ 28.33,€ 28.80,€ 29.23,,,,,,€ 3.00,,€ 33.77,€ 33.71,€ 33.71,6,6,1,5,€ 28.24,€ 28.34,€ 29.20,€ 29.44,€ 27.27,€ 30.00,Amazon,yes,no,https://www.amazon.de/dp/237922188X,https://keepa.com/#!product/3-237922188X,Bücher,"Pflanzen & Tiere, Pflanzen & Tiere",237922188X,9782379221880,,,23.8,18.6,2.2,680,
de,https://m.media-amazon.com/images/I/61gTZbtnx2L.jpg;https://m.media-amazon.com/images/I/610EgGNUXQL.jpg;https://m.media-amazon.com/images/I/61GmYiZjToL.jpg,Les p'tits rituels de mes 3 ans,,,,,,,,€ 7.95,€ 7.95,€ 7.95,€ 7.95,€ 7.95,23 %,,€ 7.95,€ 7.95,€ 7.95,,,,,,€ 2.20,,,,,,1,,,,€ 7.95,€ 7.95,€ 7.95,€ 7.95,€ 7.95,,no,yes,https://www.amazon.de/dp/2324030101,https://keepa.com/#!product/3-2324030101,Bücher,"Zuhause, Hobbys & Handwerk",2324030101,9782324030109,,,21.6,21.5,1.2,240,
de,https://m.media-amazon.com/images/I/615XW3N885L.jpg,Disney Baby Bonne nuit ! 1 an,,,,,,,€ 6.95,€ 6.95,€ 6.95,€ 6.95,€ 6.30,€ 6.95,0 %,€ 6.95,€ 6.95,€ 6.95,€ 6.95,,,,,,€ 2.04,,,,,4,5,,,€ 6.95,€ 6.95,€ 6.95,€ 6.95,€ 6.30,€ 6.95,Amazon,yes,no,https://www.amazon.de/dp/250805366X,https://keepa.com/#!product/3-250805366X,Bücher,"Babys, Grundbegriffe, Belletristik, Beschäftigungsbücher",250805366X,9782508053665,,,16,15.8,1.1,150,
de,https://m.media-amazon.com/images/I/41YM2eCDEXL.jpg,"Osez le Body Positive ! Pour vous libérer des injonctions sociales et aimer votre corps: Pour vous libérer des injonctions sociales, aimer votre corps et vous affirmer",,,,,4.5,8,€ 18.00,€ 18.00,€ 18.00,€ 18.00,€ 17.84,€ 18.00,0 %,€ 18.00,€ 18.00,€ 18.00,€ 18.00,,,,,,€ 3.00,,€ 24.77,€ 24.77,€ 24.77,3,3,1,2,€ 18.00,€ 18.00,€ 18.00,€ 18.00,€ 17.84,€ 18.49,Amazon,yes,no,https://www.amazon.de/dp/2702919650,https://keepa.com/#!product/3-2702919650,Bücher,Partnerschaft & Beziehungen,2702919650,9782702919651,,,22.1,16.8,1.7,470,
de,https://m.media-amazon.com/images/I/51K9DsyD0iL.jpg,Kiffeuse en série,,,,,4.2,61,€ 15.92,€ 15.93,€ 15.94,€ 15.97,€ 15.33,€ 17.58,0 %,€ 5.90,€ 5.90,€ 8.29,€ 13.27,,,,,,€ 2.65,,€ 28.74,€ 28.64,€ 28.47,3,3,1,1,€ 15.92,€ 15.93,€ 15.94,€ 15.97,€ 15.33,€ 17.58,Amazon,yes,no,https://www.amazon.de/dp/2412049335,https://keepa.com/#!product/3-2412049335,Bücher,Partnerschaft & Beziehungen,2412049335,9782412049334,First,,20.4,14.4,2,460,
de,https://m.media-amazon.com/images/I/61HpNfKX0iL.jpg,Les sports d'hiver,4178527,4058118,3866874,Bücher,4.7,12,,,,€ 8.90,€ 8.40,€ 20.00,100 %,€ 28.36,€ 28.66,€ 28.58,€ 22.96,,,,,,€ 2.65,,,,€ 15.83,1,1,1,2,,,,€ 11.98,€ 8.89,€ 20.01,,no,yes,https://www.amazon.de/dp/2745981617,https://keepa.com/#!product/3-2745981617,Bücher,"Sport allgemein, Kinderbücher",2745981617,9782745981615,MILAN,,22,21.8,0.8,300,
de,https://m.media-amazon.com/images/I/41QXyCEMtwL.jpg;https://m.media-amazon.com/images/I/41f8Lp1NAJL.jpg;https://m.media-amazon.com/images/I/410zRUJDCeL.jpg;https://m.media-amazon.com/images/I/31k4QiJtveL.jpg;https://m.media-amazon.com/images/I/11CBJuieXUL.jpg,L'ensaignement,4757895,4757895,4674285,Bücher,4.6,5,€ 16.38,€ 16.01,€ 16.01,€ 16.07,€ 16.01,€ 18.00,0 %,€ 16.38,€ 16.01,€ 16.01,€ 16.07,,€ 16.19,€ 16.19,€ 16.19,€ 16.19,€ 2.65,,€ 22.92,€ 22.92,€ 22.92,5,5,1,2,€ 16.38,€ 16.01,€ 16.01,€ 16.07,€ 16.01,€ 18.00,Amazon,yes,no,https://www.amazon.de/dp/281322569X,https://keepa.com/#!product/3-281322569X,Bücher,"Humoristisch, Unterhaltungsliteratur, Literatur, Französische Literatur",281322569X,9782813225696,,,21.9,15.1,2.6,360,
de,https://m.media-amazon.com/images/I/71dURfs+LnL.jpg,Training Express,5280005,5280005,5280005,Bücher,3.3,3,€ 9.95,€ 9.95,€ 9.95,€ 9.95,€ 9.95,€ 9.95,0 %,€ 9.95,€ 9.95,€ 9.95,€ 9.95,,,,,,€ 2.20,,€ 15.94,€ 15.94,€ 15.94,8,8,1,7,€ 9.95,€ 9.95,€ 9.95,€ 9.95,€ 9.95,€ 9.95,Amazon,yes,no,https://www.amazon.de/dp/275760466X,https://keepa.com/#!product/3-275760466X,Bücher,Sport allgemein,275760466X,9782757604663,AMPHORA,,24.1,20.8,0.8,320,
de,https://m.media-amazon.com/images/I/61dS9AcMV4L.jpg,Quand la nuit arrive à tâtons,,,,,,,,,€ 13.50,€ 13.50,€ 13.50,€ 13.50,40 %,€ 20.61,€ 20.61,€ 16.30,€ 15.82,,,,,,€ 3.96,,,,,1,2,,,€ 20.61,€ 20.61,€ 16.30,€ 15.82,€ 13.50,€ 20.63,3rd Party (A301WKE65PGVT5),no,no,https://www.amazon.de/dp/2844555853,https://keepa.com/#!product/3-2844555853,Bücher,Belletristik,2844555853,9782844555854,ELAN VERT,,29.2,23.2,1.2,440,
de,https://m.media-amazon.com/images/I/51pvPqvRLQL.jpg;https://m.media-amazon.com/images/I/51PXdta+30L.jpg;https://m.media-amazon.com/images/I/51KcIS85RyL.jpg;https://m.media-amazon.com/images/I/517pRkZT6SL.jpg;https://m.media-amazon.com/images/I/51iPcQSDPbL.jpg,Haïkus de Sibérie,2663206,2663206,2663206,Bücher,4.7,4,€ 20.99,€ 22.00,€ 22.00,€ 22.00,€ 17.58,€ 22.00,0 %,€ 20.99,€ 22.00,€ 22.00,€ 22.00,,,,,,€ 4.63,,€ 29.44,€ 29.44,€ 29.44,6,5,1,1,€ 20.99,€ 22.00,€ 22.00,€ 22.00,€ 17.58,€ 22.00,Amazon,yes,no,https://www.amazon.de/dp/2377312055,https://keepa.com/#!product/3-2377312055,Bücher,"Mangas, Comics",2377312055,9782377312054,SARBACANE,,26.8,19.7,2.6,1090,
de,https://m.media-amazon.com/images/I/41JPNun6A3L.jpg,Tous partenaires de liberté - Pour en finir avec la souffrance et le rôle de victime,841870,853352,2392991,Bücher,4.9,13,€ 19.90,€ 19.90,€ 19.79,€ 19.39,€ 17.25,€ 19.90,0 %,€ 19.90,€ 19.90,€ 19.79,€ 19.39,,€ 19.90,€ 19.79,€ 19.49,€ 19.00,€ 3.00,,€ 26.16,€ 26.16,€ 26.16,5,5,2,1,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 17.25,€ 19.90,Amazon,yes,no,https://www.amazon.de/dp/2813223603,https://keepa.com/#!product/3-2813223603,Bücher,Partnerschaft & Beziehungen,2813223603,9782813223609,TREDANIEL,,22,15,2.5,480,
de,https://m.media-amazon.com/images/I/51lFKJ6tf1L.jpg;https://m.media-amazon.com/images/I/412YS5J8pBL.jpg,Cry Babies - Le meilleur animal de compagnie (1),,,,,4.8,6,,,€ 4.95,€ 4.95,€ 4.95,€ 4.95,68 %,,,€ 4.95,€ 4.95,,,,,,€ 2.04,,,,,,4,0,0,,,€ 4.95,€ 4.95,€ 4.95,€ 4.95,,no,yes,https://www.amazon.de/dp/2821214421,https://keepa.com/#!product/3-2821214421,Bücher,"Alben, Grundbegriffe, Belletristik",2821214421,9782821214422,,,19.8,17.7,0.7,180,
de,https://m.media-amazon.com/images/I/41JqGBiQd1L.jpg;https://m.media-amazon.com/images/I/51GKPQ7ZOXL.jpg;https://m.media-amazon.com/images/I/41pR2TPzevL.jpg;https://m.media-amazon.com/images/I/51-EB6m4EcL.jpg;https://m.media-amazon.com/images/I/51AhgjGyNbL.jpg,Grund Le Jeu France Culture - Jeu de Plateau - Dès 13 ans,,,,,4.8,10,,€ 41.90,€ 41.90,€ 41.90,€ 41.90,€ 41.90,0 %,€ 25.00,€ 41.90,€ 41.90,€ 39.42,,,,,,€ 4.63,,,,€ 41.90,1,1,1,0,€ 41.90,€ 41.90,€ 41.90,€ 41.90,€ 41.90,€ 41.90,3rd Party (A3VTXTNKYVGJMM),no,no,https://www.amazon.de/dp/2324027488,https://keepa.com/#!product/3-2324027488,,Kategorien,2324027488,9782324027482,Grund,,32,24,5.8,1230,
de,https://m.media-amazon.com/images/I/51kXzDIIbGL.jpg,Libérez votre pouvoir de guérison - Manuel pratique: Manuel pratique pour développer votre magnétisme énergétique,,,,,4.8,6,€ 16.00,€ 12.09,€ 12.09,€ 12.09,€ 12.09,€ 16.00,0 %,€ 16.00,€ 12.09,€ 12.09,€ 12.09,,,,,,€ 3.38,,€ 21.00,€ 21.00,€ 21.00,5,6,1,2,€ 16.00,€ 12.09,€ 12.09,€ 12.09,€ 12.09,€ 16.00,Amazon,yes,no,https://www.amazon.de/dp/2361884135,https://keepa.com/#!product/3-2361884135,Bücher,"Naturmedizin & alternative Heilmethoden, Energie & Heilung, Heiler & Geistiges Heilen",2361884135,9782361884130,,,19.9,15,6,240,
de,https://m.media-amazon.com/images/I/417IKFtZvgL.jpg,Mes autocollants Petit Ours Brun - Joyeux Noël !,4513248,4406951,4084917,Bücher,4.2,22,€ 3.00,€ 3.00,€ 3.00,€ 3.00,€ 3.00,€ 3.00,0 %,€ 3.00,€ 3.00,€ 3.00,€ 3.00,,,,,,€ 1.71,,€ 10.73,€ 10.73,€ 10.73,2,2,1,1,€ 3.00,€ 3.00,€ 3.00,€ 3.00,€ 3.00,€ 3.00,Amazon,yes,no,https://www.amazon.de/dp/B07T4RYM7N,https://keepa.com/#!product/3-B07T4RYM7N,Bücher,Beschäftigungsbücher,B07T4RYM7N,9791036314827,BAYARD JEUNESSE,,15.8,13.4,0.6,20,
de,https://m.media-amazon.com/images/I/615mGZoKgZL.jpg,J'ai dit oui et ça me plaît : Renaître et accoucher de soi-même,,,,,4.3,24,€ 16.39,€ 16.39,€ 16.44,€ 16.59,€ 14.72,€ 24.11,0 %,€ 9.60,€ 9.60,€ 9.60,€ 9.60,,,,,€ 12.64,€ 2.65,,€ 15.59,€ 15.59,€ 15.59,5,5,1,3,€ 16.39,€ 16.39,€ 16.44,€ 16.59,€ 12.64,€ 27.78,Amazon,yes,no,https://www.amazon.de/dp/2813219738,https://keepa.com/#!product/3-2813219738,Bücher,Partnerschaft & Beziehungen,2813219738,9782813219732,TREDANIEL,,22.7,19.8,2.1,410,
de,https://m.media-amazon.com/images/I/51C0Xrcrc7L.jpg,Un verger en ville: Près de 30 arbres fruitiers à planter dans son petit jardin ou sur son balcon,4605714,4228368,4062816,Bücher,,1,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 17.78,€ 19.90,0 %,€ 19.90,€ 19.90,€ 19.90,€ 19.90,,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 3.00,,€ 25.27,€ 25.27,€ 25.27,5,5,1,4,€ 19.90,€ 19.90,€ 19.90,€ 19.90,€ 17.78,€ 19.90,Amazon,yes,no,https://www.amazon.de/dp/2603029495,https://keepa.com/#!product/3-2603029495,Bücher,Balkon & Terrasse,2603029495,9782603029497,,,22.3,19.7,1.7,520,
de,https://m.media-amazon.com/images/I/61gaIf5zw4L.jpg;https://m.media-amazon.com/images/I/61ksMw+9muL.jpg;https://m.media-amazon.com/images/I/61eGFXs3N+L.jpg;https://m.media-amazon.com/images/I/61YFzyiZ65L.jpg;https://m.media-amazon.com/images/I/618Hh-kyE3L.jpg,Bazar à Bisouville,4225827,4119849,3933498,Bücher,,5,,,,€ 12.70,€ 12.60,€ 12.70,100 %,,€ 33.14,€ 35.97,€ 27.17,,,,€ 12.70,€ 12.70,€ 2.65,,€ 33.15,€ 36.02,€ 37.78,,1,,,,,€ 47.17,€ 47.46,€ 12.60,€ 47.57,,no,no,https://www.amazon.de/dp/2844556132,https://keepa.com/#!product/3-2844556132,Bücher,Belletristik,2844556132,9782844556134,ELAN VERT,,23,23,0.9,300,
de,https://m.media-amazon.com/images/I/514uD+wHWvL.jpg;https://m.media-amazon.com/images/I/51mJouMZXZL.jpg;https://m.media-amazon.com/images/I/41vD+R1DqyL.jpg;https://m.media-amazon.com/images/I/418Jb8Hq2IL.jpg,Si on dessinait avec un dé ?: Lance le Dé pour décider ce que tu vas dessiner !,,,,,,,,,,,,,100 %,€ 9.95,€ 9.95,€ 9.95,€ 9.95,,,,,,€ 3.58,,€ 15.94,€ 15.94,€ 15.94,1,1,0,1,€ 15.94,€ 15.94,€ 15.94,€ 15.94,€ 15.94,€ 15.94,3rd Party (A1TCMC49OOH07Y),no,no,https://www.amazon.de/dp/2840069938,https://keepa.com/#!product/3-2840069938,Bücher,"Beschäftigungsbücher, Jugendbücher",2840069938,9782840069935,Mila,,23.2,23.2,0.8,280,
de,https://m.media-amazon.com/images/I/417F3-cg75S.jpg,"Super Synchro - jeu d'apéro: A la fin du décompte, testez votre complicité !",,,,,,,,,€ 5.22,€ 5.36,€ 5.22,€ 6.63,40 %,,,€ 5.22,€ 5.36,,,,,,€ 3.13,,,,,,1,,,,,€ 5.22,€ 5.36,€ 5.22,€ 6.63,,no,no,https://www.amazon.de/dp/2412072639,https://keepa.com/#!product/3-2412072639,Bücher,"Denksport & Gedächtnisspiele, Kreuzworträtsel & Quiz",2412072639,9782412072639,,,11,7.8,6.2,180,
de,https://m.media-amazon.com/images/I/31M0wXSO3XL.jpg;https://m.media-amazon.com/images/I/317XNrtWJ-L.jpg;https://m.media-amazon.com/images/I/31V7WwXbFTL.jpg;https://m.media-amazon.com/images/I/315HSWdEE-L.jpg;https://m.media-amazon.com/images/I/31uxWEsELJL.jpg,Sur la banquise...,3742105,3138512,2790218,Bücher,4.5,6,,,,€ 13.50,€ 12.82,€ 13.50,100 %,€ 38.13,,€ 42.00,€ 27.59,,,,,,€ 2.65,,,€ 42.00,€ 33.08,1,1,0,0,,,,€ 18.70,€ 12.82,€ 29.97,,no,yes,https://www.amazon.de/dp/284455542X,https://keepa.com/#!product/3-284455542X,Bücher,Belletristik,284455542X,9782844555427,ELAN VERT,,27.2,18,1,340,
