dailyAverageExchangeRateId,currencyCode,rateToEur,date
,TRY,5.93348,2019-02-5
,TRY,5.93582,2019-02-6
,TRY,5.979578,2019-02-7
,TRY,5.953375,2019-02-8
,TRY,5.946712,2019-02-9
,TRY,5.946712,2019-02-10
,TRY,5.963038,2019-02-11
,TRY,5.949681,2019-02-12
,TRY,5.959979,2019-02-13
,TRY,5.987741,2019-02-14
,TRY,5.967947,2019-02-15
,TRY,5.954498,2019-02-16
,TRY,5.954498,2019-02-17
,TRY,6.009364,2019-02-18
,TRY,5.994776,2019-02-19
,TRY,6.053327,2019-02-20
,TRY,6.038849,2019-02-21
,TRY,6.029841,2019-02-22
,TRY,6.032562,2019-02-23
,TRY,6.010678,2019-02-25
,TRY,6.040037,2019-02-26
,TRY,6.041274,2019-02-27
,TRY,6.074293,2019-02-28
,TRY,6.121132,2019-03-1
,TRY,6.114401,2019-03-2
,TRY,6.114401,2019-03-3
,TRY,6.090734,2019-03-4
,TRY,6.093061,2019-03-5
,TRY,6.158171,2019-03-6
,TRY,6.109706,2019-03-7
,TRY,6.129206,2019-03-8
,TRY,6.115182,2019-03-9
,TRY,6.113609,2019-03-10
,TRY,6.120408,2019-03-11
,TRY,6.166593,2019-03-12
,TRY,6.179178,2019-03-13
,TRY,6.179702,2019-03-14
,TRY,6.174294,2019-03-15
,TRY,6.179005,2019-03-16
,TRY,6.179005,2019-03-17
,TRY,6.19026,2019-03-18
,TRY,6.221266,2019-03-19
,TRY,6.209252,2019-03-20
,TRY,6.219456,2019-03-21
,TRY,6.545285,2019-03-22
,TRY,6.523991,2019-03-23
,TRY,6.523991,2019-03-24
,TRY,6.301111,2019-03-25
,TRY,6.134229,2019-03-26
,TRY,6.045854,2019-03-27
,TRY,6.22518,2019-03-28
,TRY,6.352148,2019-03-29
,TRY,6.271916,2019-03-30
,TRY,6.271916,2019-03-31
,TRY,6.137788,2019-04-1
,TRY,6.319894,2019-04-2
,TRY,6.306758,2019-04-3
,TRY,6.271039,2019-04-4
,TRY,6.319077,2019-04-5
,TRY,6.319656,2019-04-7
,TRY,6.412469,2019-04-8
,TRY,6.423362,2019-04-9
,TRY,6.415162,2019-04-10
,TRY,6.46061,2019-04-11
,TRY,6.51292,2019-04-12
,TRY,6.505187,2019-04-13
,TRY,6.537586,2019-04-14
,TRY,6.570971,2019-04-15
,TRY,6.491239,2019-04-16
,TRY,6.472,2019-04-17
,TRY,6.522619,2019-04-18
,TRY,6.53514,2019-04-19
,TRY,6.53557,2019-04-20
,TRY,6.53557,2019-04-21
,TRY,6.570142,2019-04-22
,TRY,6.552474,2019-04-23
,TRY,6.566118,2019-04-24
,TRY,6.625807,2019-04-25
,TRY,6.63717,2019-04-26
,TRY,6.628525,2019-04-27
,TRY,6.628525,2019-04-28
,TRY,6.648664,2019-04-29
,TRY,6.692014,2019-04-30
,TRY,6.689264,2019-05-1
,TRY,6.667397,2019-05-2
,TRY,6.682195,2019-05-3
,TRY,6.686997,2019-05-4
,TRY,6.686997,2019-05-5
,TRY,6.826613,2019-05-6
,TRY,6.871382,2019-05-7
,TRY,6.925642,2019-05-8
,TRY,6.963088,2019-05-9
,TRY,6.823736,2019-05-10
,TRY,6.723219,2019-05-11
,TRY,6.723219,2019-05-12
,TRY,6.84599,2019-05-13
,TRY,6.748456,2019-05-14
,TRY,6.731905,2019-05-15
,TRY,6.737026,2019-05-16
,TRY,6.749623,2019-05-17
,TRY,6.762334,2019-05-18
,TRY,6.762334,2019-05-19
,TRY,6.72482,2019-05-20
,TRY,6.756155,2019-05-21
,TRY,6.82452,2019-05-22
,TRY,6.815887,2019-05-23
,TRY,6.806772,2019-05-24
,TRY,6.814891,2019-05-25
,TRY,6.818589,2019-05-26
,TRY,6.783445,2019-05-27
,TRY,6.730869,2019-05-28
,TRY,6.712749,2019-05-29
,TRY,6.546631,2019-05-30
,TRY,6.52154,2019-05-31
,TRY,6.5399,2019-06-1
,TRY,6.54046,2019-06-2
,TRY,6.55241,2019-06-3
,TRY,6.503542,2019-06-4
,TRY,6.44369,2019-06-5
,TRY,6.530011,2019-06-6
,TRY,6.595377,2019-06-7
,TRY,6.612908,2019-06-8
,TRY,6.612908,2019-06-9
,TRY,6.541071,2019-06-10
,TRY,6.584108,2019-06-11
,TRY,6.539468,2019-06-12
,TRY,6.614946,2019-06-13
,TRY,6.598897,2019-06-14
,TRY,6.631905,2019-06-15
,TRY,6.631905,2019-06-16
,TRY,6.596288,2019-06-17
,TRY,6.53368,2019-06-18
,TRY,6.536586,2019-06-19
,TRY,6.516983,2019-06-20
,TRY,6.603986,2019-06-21
,TRY,6.633809,2019-06-22
,TRY,6.633809,2019-06-23
,TRY,6.618789,2019-06-24
,TRY,6.581627,2019-06-25
,TRY,6.570192,2019-06-26
,TRY,6.561807,2019-06-27
,TRY,6.580097,2019-06-28
,TRY,6.596887,2019-06-29
,TRY,6.596887,2019-06-30
,TRY,6.394757,2019-07-1
,TRY,6.393645,2019-07-2
,TRY,6.346075,2019-07-3
,TRY,6.320252,2019-07-4
,TRY,6.311549,2019-07-5
,TRY,6.321671,2019-07-6
,TRY,6.321671,2019-07-7
,TRY,6.431229,2019-07-8
,TRY,6.418645,2019-07-9
,TRY,6.40218,2019-07-10
,TRY,6.377959,2019-07-11
,TRY,6.423283,2019-07-12
,TRY,6.456343,2019-07-13
,TRY,6.456456,2019-07-14
,TRY,6.436456,2019-07-15
,TRY,6.404692,2019-07-16
,TRY,6.382422,2019-07-17
,TRY,6.37765,2019-07-18
,TRY,6.330856,2019-07-19
,TRY,6.352653,2019-07-20
,TRY,6.352653,2019-07-21
,TRY,6.380129,2019-07-22
,TRY,6.372618,2019-07-23
,TRY,6.36091,2019-07-24
,TRY,6.347332,2019-07-25
,TRY,6.305639,2019-07-26
,TRY,6.322765,2019-07-27
,TRY,6.322765,2019-07-28
,TRY,6.253502,2019-07-29
,TRY,6.195999,2019-07-30
,TRY,6.172805,2019-07-31
,TRY,6.16345,2019-08-1
,TRY,6.173323,2019-08-2
,TRY,6.1878,2019-08-3
,TRY,6.1878,2019-08-4
,TRY,6.243492,2019-08-5
,TRY,6.171291,2019-08-6
,TRY,6.164384,2019-08-7
,TRY,6.114272,2019-08-8
,TRY,6.17905,2019-08-9
,TRY,6.212623,2019-08-10
,TRY,6.212623,2019-08-11
,TRY,6.237469,2019-08-12
,TRY,6.208322,2019-08-13
,TRY,6.234567,2019-08-14
,TRY,6.174326,2019-08-15
,TRY,6.179337,2019-08-16
,TRY,6.188828,2019-08-18
,TRY,6.282734,2019-08-19
,TRY,6.368257,2019-08-20
,TRY,6.348701,2019-08-21
,TRY,6.387753,2019-08-22
,TRY,6.4167,2019-08-23
,TRY,6.474979,2019-08-24
,TRY,6.474979,2019-08-25
,TRY,6.459823,2019-08-26
,TRY,6.490037,2019-08-27
,TRY,6.433363,2019-08-28
,TRY,6.457394,2019-08-29
,TRY,6.402941,2019-08-30
,TRY,6.420215,2019-08-31
,TRY,6.420215,2019-09-1
,TRY,6.383534,2019-09-2
,TRY,6.284826,2019-09-3
,TRY,6.252164,2019-09-4
,TRY,6.286993,2019-09-5
,TRY,6.310863,2019-09-6
,TRY,6.362118,2019-09-7
,TRY,6.362118,2019-09-8
,TRY,6.363526,2019-09-9
,TRY,6.372794,2019-09-10
,TRY,6.326883,2019-09-11
,TRY,6.262093,2019-09-12
,TRY,6.300745,2019-09-13
,TRY,6.34391,2019-09-14
,TRY,6.34391,2019-09-15
,TRY,6.299329,2019-09-16
,TRY,6.318404,2019-09-17
,TRY,6.271128,2019-09-18
,TRY,6.305882,2019-09-19
,TRY,6.312383,2019-09-20
,TRY,6.326891,2019-09-21
,TRY,6.326891,2019-09-22
,TRY,6.292476,2019-09-23
,TRY,6.279809,2019-09-24
,TRY,6.223305,2019-09-25
,TRY,6.187958,2019-09-26
,TRY,6.198829,2019-09-27
,TRY,6.204444,2019-09-28
,TRY,6.204335,2019-09-29
,TRY,6.166298,2019-09-30
,TRY,6.251619,2019-10-1
,TRY,6.250911,2019-10-2
,TRY,6.257923,2019-10-3
,TRY,6.25777,2019-10-4
,TRY,6.386998,2019-10-7
,TRY,6.377943,2019-10-8
,TRY,6.441234,2019-10-9
,TRY,6.449449,2019-10-10
,TRY,6.501215,2019-10-11
,TRY,6.494427,2019-10-12
,TRY,6.494427,2019-10-13
,TRY,6.536268,2019-10-14
,TRY,6.489859,2019-10-15
,TRY,6.536492,2019-10-16
,TRY,6.571185,2019-10-17
,TRY,6.453499,2019-10-18
,TRY,6.466767,2019-10-19
,TRY,6.466767,2019-10-20
,TRY,6.524144,2019-10-21
,TRY,6.463343,2019-10-22
,TRY,6.379434,2019-10-23
,TRY,6.407375,2019-10-24
,TRY,6.393729,2019-10-25
,TRY,6.3991,2019-10-26
,TRY,6.3991,2019-10-27
,TRY,6.348574,2019-10-28
,TRY,6.365353,2019-10-29
,TRY,6.346832,2019-10-30
,TRY,6.376361,2019-10-31
,TRY,6.376561,2019-11-1
,TRY,6.393156,2019-11-2
,TRY,6.379322,2019-11-3
,TRY,6.393956,2019-11-4
,TRY,6.368657,2019-11-5
,TRY,6.385163,2019-11-6
,TRY,6.342387,2019-11-7
,TRY,6.358036,2019-11-8
,TRY,6.354408,2019-11-9
,TRY,6.354408,2019-11-10
,TRY,6.377717,2019-11-11
,TRY,6.362536,2019-11-12
,TRY,6.322357,2019-11-13
,TRY,6.336449,2019-11-14
,TRY,6.34111,2019-11-15
,TRY,6.34864,2019-11-16
,TRY,6.34864,2019-11-17
,TRY,6.344706,2019-11-18
,TRY,6.318443,2019-11-19
,TRY,6.311891,2019-11-20
,TRY,6.310839,2019-11-21
,TRY,6.302456,2019-11-22
,TRY,6.29702,2019-11-23
,TRY,6.297485,2019-11-24
,TRY,6.330937,2019-11-25
,TRY,6.342323,2019-11-26
,TRY,6.357227,2019-11-27
,TRY,6.343325,2019-11-28
,TRY,6.331148,2019-11-29
,TRY,6.33158,2019-11-30
,TRY,6.33158,2019-12-1
,TRY,6.364512,2019-12-2
,TRY,6.380384,2019-12-3
,TRY,6.373451,2019-12-4
,TRY,6.385405,2019-12-5
,TRY,6.394341,2019-12-6
,TRY,6.388198,2019-12-7
,TRY,6.388198,2019-12-8
,TRY,6.434564,2019-12-9
,TRY,6.437446,2019-12-10
,TRY,6.447541,2019-12-11
,TRY,6.423504,2019-12-12
,TRY,6.476861,2019-12-13
,TRY,6.519403,2019-12-16
,TRY,6.557144,2019-12-17
,TRY,6.582718,2019-12-18
,TRY,6.612266,2019-12-19
,TRY,6.570796,2019-12-20
,TRY,6.597382,2019-12-23
,TRY,6.596636,2019-12-24
,TRY,6.586477,2019-12-25
,TRY,6.588131,2019-12-26
,TRY,6.657652,2019-12-27
,TRY,6.64917,2019-12-28
,TRY,6.64917,2019-12-29
,TRY,6.665708,2019-12-30
,TRY,6.681269,2019-12-31
,TRY,6.646704,2020-01-1
,TRY,6.654491,2020-01-2
,TRY,6.676908,2020-01-3
,TRY,6.664677,2020-01-4
,TRY,6.664677,2020-01-5
,TRY,6.67543,2020-01-6
,TRY,6.651244,2020-01-7
,TRY,6.575162,2020-01-8
,TRY,6.512219,2020-01-9
,TRY,6.532625,2020-01-10
,TRY,6.532507,2020-01-13
,TRY,6.547506,2020-01-14
,TRY,6.552791,2020-01-15
,TRY,6.525657,2020-01-16
,TRY,6.543383,2020-01-17
,TRY,6.533369,2020-01-18
,TRY,6.533369,2020-01-19
,TRY,6.556968,2020-01-20
,TRY,6.58381,2020-01-21
,TRY,6.561066,2020-01-22
,TRY,6.562597,2020-01-23
,TRY,6.550276,2020-01-24
,TRY,6.548095,2020-01-25
,TRY,6.548095,2020-01-26
,TRY,6.557366,2020-01-27
,TRY,6.545048,2020-01-28
,TRY,6.563456,2020-01-29
,TRY,6.597264,2020-01-30
,TRY,6.628065,2020-01-31
,TRY,6.63661,2020-02-1
,TRY,6.63661,2020-02-2
,TRY,6.620645,2020-02-3
,TRY,6.59501,2020-02-4
,TRY,6.58905,2020-02-5
,TRY,6.572348,2020-02-6
,TRY,6.579251,2020-02-7
,TRY,6.584528,2020-02-8
,TRY,6.584528,2020-02-9
,TRY,6.565754,2020-02-10
,TRY,6.576751,2020-02-11
,TRY,6.593677,2020-02-12
,TRY,6.552747,2020-02-13
,TRY,6.554979,2020-02-14
,TRY,6.553206,2020-02-15
,TRY,6.553206,2020-02-16
,TRY,6.549886,2020-02-17
,TRY,6.552641,2020-02-18
,TRY,6.563508,2020-02-19
,TRY,6.590891,2020-02-20
,TRY,6.615819,2020-02-21
,TRY,6.612796,2020-02-22
,TRY,6.612796,2020-02-23
,TRY,6.640074,2020-02-24
,TRY,6.669972,2020-02-25
,TRY,6.702183,2020-02-26
,TRY,6.783285,2020-02-27
,TRY,6.852673,2020-02-28
,TRY,6.884325,2020-02-29
,TRY,6.884325,2020-03-1
,TRY,6.941396,2020-03-2
,TRY,6.79849,2020-03-3
,TRY,6.769339,2020-03-4
,TRY,6.842229,2020-03-5
,TRY,6.904675,2020-03-6
,TRY,6.876639,2020-03-7
,TRY,6.876639,2020-03-8
,TRY,7.029509,2020-03-9
,TRY,6.950797,2020-03-10
,TRY,6.983699,2020-03-11
,TRY,7.007629,2020-03-12
,TRY,7.000974,2020-03-13
,TRY,7.056809,2020-03-14
,TRY,7.056809,2020-03-15
,TRY,7.167011,2020-03-16
,TRY,7.03775,2020-03-17
,TRY,7.008768,2020-03-18
,TRY,6.992482,2020-03-19
,TRY,6.984312,2020-03-20
,TRY,7.052784,2020-03-21
,TRY,7.052784,2020-03-22
,TRY,7.082853,2020-03-23
,TRY,6.954431,2020-03-24
,TRY,6.995419,2020-03-25
,TRY,7.06677,2020-03-26
,TRY,7.14375,2020-03-27
,TRY,7.209267,2020-03-28
,TRY,7.209267,2020-03-29
,TRY,7.247995,2020-03-30
,TRY,7.240816,2020-03-31
,TRY,7.313982,2020-04-1
,TRY,7.176387,2020-04-2
,TRY,7.271806,2020-04-3
,TRY,7.273385,2020-04-5
,TRY,7.30587,2020-04-6
,TRY,7.369244,2020-04-7
,TRY,7.359101,2020-04-8
,TRY,7.258537,2020-04-9
,TRY,7.328772,2020-04-10
,TRY,7.324051,2020-04-11
,TRY,7.324051,2020-04-12
,TRY,7.407767,2020-04-13
,TRY,7.472073,2020-04-14
,TRY,7.540997,2020-04-15
,TRY,7.529099,2020-04-16
,TRY,7.536491,2020-04-17
,TRY,7.538331,2020-04-18
,TRY,7.538331,2020-04-19
,TRY,7.548899,2020-04-20
,TRY,7.580088,2020-04-21
,TRY,7.563337,2020-04-22
,TRY,7.529155,2020-04-23
,TRY,7.550653,2020-04-24
,TRY,7.549137,2020-04-25
,TRY,7.548056,2020-04-26
,TRY,7.560029,2020-04-27
,TRY,7.574054,2020-04-28
,TRY,7.558631,2020-04-29
,TRY,7.639041,2020-04-30
,TRY,7.720029,2020-05-1
,TRY,7.779464,2020-05-2
,TRY,7.779464,2020-05-3
,TRY,7.675493,2020-05-4
,TRY,7.687523,2020-05-5
,TRY,7.775758,2020-05-6
,TRY,7.70548,2020-05-7
,TRY,7.699263,2020-05-8
,TRY,7.777097,2020-05-9
,TRY,7.777097,2020-05-10
,TRY,7.646808,2020-05-11
,TRY,7.590854,2020-05-12
,TRY,7.559906,2020-05-13
,TRY,7.492152,2020-05-14
,TRY,7.464195,2020-05-15
,TRY,7.49964,2020-05-18
,TRY,7.43666,2020-05-19
,TRY,7.458556,2020-05-20
,TRY,7.443856,2020-05-21
,TRY,7.424613,2020-05-22
,TRY,7.431429,2020-05-23
,TRY,7.431429,2020-05-24
,TRY,7.424379,2020-05-25
,TRY,7.384563,2020-05-26
,TRY,7.436031,2020-05-27
,TRY,7.556146,2020-05-28
,TRY,7.56762,2020-05-29
,TRY,7.573609,2020-05-30
,TRY,7.573609,2020-05-31
,TRY,7.575879,2020-06-1
,TRY,7.49229,2020-06-2
,TRY,7.577644,2020-06-3
,TRY,7.659122,2020-06-4
,TRY,7.659647,2020-06-5
,TRY,7.644346,2020-06-6
,TRY,7.644346,2020-06-7
,TRY,7.662552,2020-06-8
,TRY,7.717264,2020-06-9
,TRY,7.713183,2020-06-10
,TRY,7.773536,2020-06-11
,TRY,7.693035,2020-06-12
,TRY,7.667741,2020-06-13
,TRY,7.667741,2020-06-14
,TRY,7.738329,2020-06-15
,TRY,7.713771,2020-06-16
,TRY,7.692231,2020-06-17
,TRY,7.686859,2020-06-18
,TRY,7.662768,2020-06-19
,TRY,7.659838,2020-06-20
,TRY,7.659838,2020-06-21
,TRY,7.708075,2020-06-22
,TRY,7.75227,2020-06-23
,TRY,7.727057,2020-06-24
,TRY,7.695021,2020-06-25
,TRY,7.696847,2020-06-26
,TRY,7.688852,2020-06-27
,TRY,7.688852,2020-06-28
,TRY,7.702956,2020-06-29
,TRY,7.708216,2020-06-30
,TRY,7.712352,2020-07-1
,TRY,7.693695,2020-07-2
,TRY,7.718146,2020-07-3
,TRY,7.718454,2020-07-4
,TRY,7.718454,2020-07-5
,TRY,7.76234,2020-07-6
,TRY,7.738069,2020-07-7
,TRY,7.782077,2020-07-8
,TRY,7.75009,2020-07-9
,TRY,7.760363,2020-07-10
,TRY,7.754919,2020-07-11
,TRY,7.754919,2020-07-12
,TRY,7.799931,2020-07-13
,TRY,7.83108,2020-07-14
,TRY,7.818455,2020-07-15
,TRY,7.82838,2020-07-16
,TRY,7.850429,2020-07-17
,TRY,7.839151,2020-07-18
,TRY,7.839151,2020-07-19
,TRY,7.84174,2020-07-20
,TRY,7.860763,2020-07-21
,TRY,7.931513,2020-07-22
,TRY,7.954066,2020-07-23
,TRY,7.96928,2020-07-24
,TRY,7.982412,2020-07-25
,TRY,7.982412,2020-07-26
,TRY,8.079391,2020-07-27
,TRY,8.167329,2020-07-28
,TRY,8.228991,2020-07-29
,TRY,8.245924,2020-07-30
,TRY,8.238924,2020-07-31
,TRY,8.182116,2020-08-3
,TRY,8.163527,2020-08-4
,TRY,8.363388,2020-08-5
,TRY,8.608795,2020-08-6
,TRY,8.544159,2020-08-7
,TRY,8.598906,2020-08-8
,TRY,8.598906,2020-08-9
,TRY,8.532064,2020-08-10
,TRY,8.520182,2020-08-11
,TRY,8.596381,2020-08-12
,TRY,8.676994,2020-08-13
,TRY,8.750422,2020-08-14
,TRY,8.727731,2020-08-15
,TRY,8.727731,2020-08-16
,TRY,8.767699,2020-08-17
,TRY,8.805012,2020-08-18
,TRY,8.660556,2020-08-19
,TRY,8.70401,2020-08-20
,TRY,8.609274,2020-08-21
,TRY,8.649272,2020-08-22
,TRY,8.649272,2020-08-23
,TRY,8.700762,2020-08-24
,TRY,8.738623,2020-08-25
,TRY,8.728388,2020-08-26
,TRY,8.695712,2020-08-27
,TRY,8.727555,2020-08-28
,TRY,8.733298,2020-08-29
,TRY,8.733298,2020-08-30
,TRY,8.787045,2020-08-31
,TRY,8.797502,2020-09-1
,TRY,8.74658,2020-09-2
,TRY,8.795289,2020-09-3
,TRY,8.810654,2020-09-4
,TRY,8.804522,2020-09-5
,TRY,8.804522,2020-09-6
,TRY,8.816734,2020-09-7
,TRY,8.830785,2020-09-8
,TRY,8.84149,2020-09-9
,TRY,8.82592,2020-09-10
,TRY,8.853435,2020-09-11
,TRY,8.857665,2020-09-12
,TRY,8.857665,2020-09-13
,TRY,8.898623,2020-09-14
,TRY,8.87952,2020-09-15
,TRY,8.87976,2020-09-16
,TRY,8.922882,2020-09-17
,TRY,8.987111,2020-09-18
,TRY,8.947853,2020-09-19
,TRY,8.947853,2020-09-20
,TRY,8.958462,2020-09-21
,TRY,8.961938,2020-09-22
,TRY,8.987005,2020-09-23
,TRY,8.89546,2020-09-24
,TRY,8.909616,2020-09-25
,TRY,8.915196,2020-09-26
,TRY,8.915196,2020-09-27
,TRY,9.066556,2020-09-28
,TRY,9.197426,2020-09-29
,TRY,9.041173,2020-09-30
,TRY,9.088605,2020-10-1
,TRY,9.111911,2020-10-2
,TRY,9.107078,2020-10-3
,TRY,9.107078,2020-10-4
,TRY,9.149398,2020-10-5
,TRY,9.186707,2020-10-6
,TRY,9.280532,2020-10-7
,TRY,9.332652,2020-10-8
,TRY,9.293756,2020-10-9
,TRY,9.298456,2020-10-10
,TRY,9.298456,2020-10-11
,TRY,9.30176,2020-10-12
,TRY,9.294252,2020-10-13
,TRY,9.290477,2020-10-14
,TRY,9.277927,2020-10-15
,TRY,9.274182,2020-10-16
,TRY,9.295148,2020-10-17
,TRY,9.295148,2020-10-18
,TRY,9.30119,2020-10-19
,TRY,9.311605,2020-10-20
,TRY,9.257072,2020-10-21
,TRY,9.383453,2020-10-22
,TRY,9.423691,2020-10-23
,TRY,9.448244,2020-10-24
,TRY,9.448244,2020-10-25
,TRY,9.555746,2020-10-26
,TRY,9.653736,2020-10-27
,TRY,9.721774,2020-10-28
,TRY,9.668582,2020-10-29
,TRY,9.766425,2020-10-30
,TRY,9.746976,2020-10-31
,TRY,9.746976,2020-11-1
,TRY,9.803198,2020-11-2
,TRY,9.867554,2020-11-3
,TRY,9.867073,2020-11-4
,TRY,9.957636,2020-11-5
,TRY,10.112958,2020-11-6
,TRY,10.122883,2020-11-7
,TRY,10.122883,2020-11-8
,TRY,9.647244,2020-11-9
,TRY,9.61563,2020-11-10
,TRY,9.219037,2020-11-11
,TRY,9.090665,2020-11-12
,TRY,9.05805,2020-11-13
,TRY,9.068875,2020-11-14
,TRY,9.068875,2020-11-15
,TRY,9.150562,2020-11-16
,TRY,9.123252,2020-11-17
,TRY,9.154292,2020-11-18
,TRY,8.977115,2020-11-19
,TRY,9.032931,2020-11-20
,TRY,9.053619,2020-11-21
,TRY,9.053619,2020-11-22
,TRY,9.308757,2020-11-23
,TRY,9.535841,2020-11-24
,TRY,9.46951,2020-11-25
,TRY,9.390076,2020-11-26
,TRY,9.341817,2020-11-27
,TRY,9.373837,2020-11-28
,TRY,9.373837,2020-11-29
,TRY,9.342288,2020-11-30
,TRY,9.44721,2020-12-1
,TRY,9.52296,2020-12-2
,TRY,9.434703,2020-12-3
,TRY,9.497799,2020-12-4
,TRY,9.456585,2020-12-5
,TRY,9.456585,2020-12-6
,TRY,9.480186,2020-12-7
,TRY,9.452738,2020-12-8
,TRY,9.462669,2020-12-9
,TRY,9.567659,2020-12-10
,TRY,9.509853,2020-12-11
,TRY,9.521171,2020-12-12
,TRY,9.521171,2020-12-13
,TRY,9.588063,2020-12-14
,TRY,9.525353,2020-12-15
,TRY,9.50622,2020-12-16
,TRY,9.4463,2020-12-17
,TRY,9.329267,2020-12-18
,TRY,9.351124,2020-12-19
,TRY,9.351124,2020-12-20
,TRY,9.346248,2020-12-21
,TRY,9.292681,2020-12-22
,TRY,9.313582,2020-12-23
,TRY,9.22149,2020-12-24
,TRY,9.220528,2020-12-25
,TRY,9.283255,2020-12-26
,TRY,9.283255,2020-12-27
,TRY,9.058972,2020-12-28
,TRY,9.049214,2020-12-29
,TRY,9.055106,2020-12-30
,TRY,9.080238,2020-12-31
,TRY,9.054528,2021-01-1
,TRY,9.027468,2021-01-2
,TRY,9.027468,2021-01-3
,TRY,9.070906,2021-01-4
,TRY,9.080873,2021-01-5
,TRY,8.971407,2021-01-6
,TRY,9.049176,2021-01-7
,TRY,9.019663,2021-01-8
,TRY,9.017403,2021-01-9
,TRY,9.017403,2021-01-10
,TRY,9.082706,2021-01-11
,TRY,9.113978,2021-01-12
,TRY,9.003131,2021-01-13
,TRY,8.957851,2021-01-14
,TRY,9.00684,2021-01-15
,TRY,9.029788,2021-01-16
,TRY,9.029788,2021-01-17
,TRY,9.034787,2021-01-18
,TRY,9.059539,2021-01-19
,TRY,8.956856,2021-01-20
,TRY,8.946709,2021-01-21
,TRY,9.019675,2021-01-22
,TRY,9.026905,2021-01-23
,TRY,9.026905,2021-01-24
,TRY,8.986937,2021-01-25
,TRY,8.944241,2021-01-26
,TRY,8.927748,2021-01-27
,TRY,8.916313,2021-01-28
,TRY,8.87758,2021-01-29
,TRY,8.87846,2021-01-30
,TRY,8.875789,2021-01-31
,TRY,8.652699,2021-02-1
,TRY,8.628311,2021-02-2
,TRY,8.593362,2021-02-3
,TRY,8.525664,2021-02-4
,TRY,8.499576,2021-02-5
,TRY,8.499159,2021-02-6
,TRY,8.499159,2021-02-7
,TRY,8.528009,2021-02-8
,TRY,8.5697,2021-02-9
,TRY,8.560041,2021-02-10
,TRY,8.518592,2021-02-11
,TRY,8.513634,2021-02-12
,TRY,8.526893,2021-02-13
,TRY,8.526893,2021-02-14
,TRY,8.453029,2021-02-15
,TRY,8.445595,2021-02-16
,TRY,8.411037,2021-02-17
,TRY,8.449,2021-02-18
,TRY,8.451133,2021-02-19
,TRY,8.438786,2021-02-20
,TRY,8.438786,2021-02-21
,TRY,8.542369,2021-02-22
,TRY,8.600914,2021-02-23
,TRY,8.717329,2021-02-24
,TRY,8.875623,2021-02-25
,TRY,8.969272,2021-02-26
,TRY,8.963896,2021-02-27
,TRY,8.963896,2021-02-28
,TRY,8.773798,2021-03-1
,TRY,8.920435,2021-03-2
,TRY,8.971746,2021-03-3
,TRY,8.935987,2021-03-4
,TRY,8.98387,2021-03-5
,TRY,8.983309,2021-03-6
,TRY,8.983309,2021-03-7
,TRY,9.155238,2021-03-8
,TRY,9.091807,2021-03-9
,TRY,8.96083,2021-03-10
,TRY,8.945468,2021-03-11
,TRY,9.043677,2021-03-12
,TRY,9.04096,2021-03-13
,TRY,9.04096,2021-03-14
,TRY,8.996874,2021-03-15
,TRY,8.922274,2021-03-16
,TRY,9.035679,2021-03-17
,TRY,8.697877,2021-03-18
,TRY,8.591098,2021-03-19
,TRY,8.625741,2021-03-20
,TRY,8.625741,2021-03-21
,TRY,9.268354,2021-03-22
,TRY,9.35476,2021-03-23
,TRY,9.374182,2021-03-24
,TRY,9.360338,2021-03-25
,TRY,9.48134,2021-03-26
,TRY,9.615329,2021-03-27
,TRY,9.615329,2021-03-28
,TRY,9.635774,2021-03-29
,TRY,9.784521,2021-03-30
,TRY,9.692217,2021-03-31
,TRY,9.554863,2021-04-1
,TRY,9.613477,2021-04-2
,TRY,9.602997,2021-04-4
,TRY,9.58738,2021-04-5
,TRY,9.664414,2021-04-6
,TRY,9.698932,2021-04-7
,TRY,9.700634,2021-04-8
,TRY,9.714739,2021-04-9
,TRY,9.713433,2021-04-10
,TRY,9.713433,2021-04-11
,TRY,9.713356,2021-04-12
,TRY,9.706241,2021-04-13
,TRY,9.69474,2021-04-14
,TRY,9.599388,2021-04-15
,TRY,9.666038,2021-04-16
,TRY,9.67183,2021-04-17
,TRY,9.67183,2021-04-18
,TRY,9.744751,2021-04-19
,TRY,9.760765,2021-04-20
,TRY,9.858324,2021-04-21
,TRY,10.001621,2021-04-22
,TRY,10.105475,2021-04-23
,TRY,10.135718,2021-04-24
,TRY,10.135718,2021-04-25
,TRY,10.016864,2021-04-26
,TRY,9.92452,2021-04-27
,TRY,9.945771,2021-04-28
,TRY,9.968035,2021-04-29
,TRY,9.955784,2021-04-30
,TRY,9.962615,2021-05-1
,TRY,9.962615,2021-05-2
,TRY,9.971603,2021-05-3
,TRY,10.007013,2021-05-4
,TRY,9.986024,2021-05-5
,TRY,9.983916,2021-05-6
,TRY,10.01779,2021-05-7
,TRY,10.018991,2021-05-8
,TRY,10.018991,2021-05-9
,TRY,10.053393,2021-05-10
,TRY,10.087316,2021-05-11
,TRY,10.184596,2021-05-12
,TRY,10.282528,2021-05-13
,TRY,10.265323,2021-05-14
,TRY,10.266565,2021-05-15
,TRY,10.266565,2021-05-16
,TRY,10.111125,2021-05-17
,TRY,10.205927,2021-05-18
,TRY,10.237533,2021-05-19
,TRY,10.247109,2021-05-20
,TRY,10.229768,2021-05-21
,TRY,10.253811,2021-05-22
,TRY,10.253811,2021-05-23
